id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
3198,18,"internal, analytical, communication skills, financial, risk, cost, sap, budgeting, erp, budget, ifrs, attention to detail, forecasting, audit, data, financial analysis, power bi, financial reporting","communication skills, financial, collaboration, organization, planning, business, responsibility, attention to detail, data, documentation, analytical",unknown,unknown,unknown,"forecast, financial, performance, forecasting, analysis"
3199,18,"data, excel, corporate","data, client",unknown,unknown,unknown,unknown
3200,18,"cash flow, financial modeling, communication skills, data analysis, ebitda, financial, capital, debt, mergers and acquisitions, valuation models, balance sheet, corporate, mergers, valuation, data, income, analytical, communication","communication skills, results, financial, collaboration, critical, business, responsibility, learning, data, analytical, communication",unknown,unknown,mid-level,"valuation, financial, analysis, performance"
3203,18,"data, financial, variance analysis, excel, compliance, sap, budgeting, ifrs, audit, financial regulations, financial forecasting","results, financial, time, planning, ethics, decision making, business, data",unknown,bachelor,mid-level,"forecasting, model, financial, analysis"
3204,18,"communication skills, data analysis, financial, excel, sap, forecasting, data, financial analysis, sql, analytical","communication skills, financial, time, business, responsibility, learning, data, analytical",unknown,unknown,unknown,"financial, automation, performance, forecasting, analysis"
3206,18,"internal, financial, financial reporting, excel, annual, budgeting, forecasting, financial planning, analytical, communication","results, financial, organization, planning, critical, business, report, analytical, communication",financial statement analysis,unknown,unknown,"forecasting, report, financial, analysis"
3207,18,"internal, financial, compliance, cost, sap, corporate, balance, financial planning, data, analytical","financial, collaboration, teamwork, time, planning, presentation skills, business, task, data, report, analytical",unknown,master,unknown,"report, financial, analysis, performance"
3208,18,"analytical, communication skills, strategic, financial, excel, sap, budgeting, expense, budget, ifrs, audit, cost analysis, financial reporting","communication skills, financial, teamwork, business, analytical",unknown,unknown,unknown,"forecast, financial, analysis, performance"
3210,18,"internal, market, data","data, critical, business",unknown,unknown,unknown,"analysis, performance"
3211,18,"communication skills, financial, gaap, annual, budgeting, ifrs, forecasting, analytical","communication skills, results, financial, teamwork, business, report, analytical",unknown,unknown,unknown,"report, financial, forecasting, performance"
3213,18,"data, financial, risk, communication","financial, business, learning, data, communication",unknown,unknown,unknown,financial
3214,18,"internal, market, corporate finance, financial, capital, investment, excel, data, communication","financial, time, teamwork, organization, feedback, business, client, time management, learning, data, communication",portfolio,unknown,junior,"portfolio, investment, financial, analysis"
3215,18,"market, financial, strategic, analytical thinking, investment, budget, audit, data, financial analysis, communication","financial, analytical thinking, teamwork, organization, problem solving, learning, data, communication",portfolio,unknown,unknown,"portfolio, financial, investment, performance, analysis"
3218,18,"financial modeling, communication skills, financial, strategic, investment, excel, expense, budget, audit, data, financial analysis, power bi, income, analytical","communication skills, financial, teamwork, business, problem solving, data, report, analytical",unknown,unknown,mid-level,"investment, report, financial, analysis"
